"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID"
"GO:0007409","axonogenesis","146/3634","455/18888",2.87709210273946e-11,8.56140407143758e-09,6.88050447226566e-09,146,"POU3F2/PALLD/CNTNAP1/ALCAM/DPYSL5/LRP4/NTRK2/UNC5D/COBL/RGMA/NOTCH1/NEFH/SEMA5B/FEZF2/MAP1B/SEMA3F/PLXND1/LMX1A/WNT7B/NRXN1/SEMA6B/EIF4G2/ACTB/NECTIN1/NGFR/NR2E1/GLI3/PLEKHG4B/BCL2/FGF8/PTPRZ1/ATL1/SLITRK4/PRICKLE1/ETV1/TUBB3/RTN4/NOVA2/BAIAP2/SLIT2/BARHL2/SLITRK3/LRRC4C/PITPNA/ARHGAP35/ACTG1/SEMA4D/CHN1/FEZF1/SEMA4C/NRP2/CTNNA2/SEMA6A/NELL2/EPHA7/SLIT3/VCL/ROBO1/ARHGEF25/TBR1/EPHB2/MAP1A/ROBO3/EPHA3/SEMA6D/CHRNB2/USP9X/KALRN/NEFL/EFNA5/ANK3/LHX9/SEMA4F/PTK7/EFNB2/PLXNB1/OLFM1/NIN/VASP/PAK1/BMPR1B/KIF5A/STMN1/CTTN/SEMA5A/CHL1/GDF7/SMAD4/FGF13/PTPRM/EGR2/EPHB1/SHTN1/EPHA4/CDH4/ARX/LMO4/LHX2/PARD6B/YTHDF1/LAMA2/PAK3/LYPLA2/PLXNA4/S100A6/OTX2/UNC5A/RND2/RELN/SLIT1/SLC25A46/PLEKHG4/SEMA6C/SLITRK6/SEMA3A/LHX1/IST1/TOP2B/RPL24/FLRT3/NRDC/RTN4R/NEXN/PTPRS/STK11/PTPRO/PLXNA1/PSEN1/ARK2C/APLP2/CRABP2/DRD2/KIF13B/MAP6/GLI2/RAB3A/FLRT2/EDN1/ITGB1/FLOT1/UNC5B/FZD3/RAB8A/FEZ1/VAX2/UST"
"GO:0010975","regulation of neuron projection development","147/3634","460/18888",3.44559948901074e-11,9.78706873037642e-09,7.86552878567955e-09,147,"POU3F2/NFATC4/PPP3CA/DPYSL5/TMEM106B/FZD1/LRP4/NTRK2/SFRP2/COBL/ATP1B2/RGMA/DPYSL3/SEMA5B/ENC1/PREX1/FEZF2/MAP1B/SEMA3F/PLXND1/SARM1/IL1RAPL1/TENM3/SEMA6B/EIF4G2/DBN1/GPC2/NR2E1/ITGA3/RAPGEF1/FLNA/RTN4/NOVA2/BAIAP2/SLIT2/KANK1/CHRNA3/LRRC4C/ARHGAP35/TRPV4/EHD1/ZNF365/SEMA4D/SETX/PTPRD/CHN1/FAT3/YWHAH/SEMA4C/CTNNA2/LRIG2/VIM/SEMA6A/EPHA7/STMN2/ARHGAP44/ROBO1/CBFA2T2/CFLAR/TBR1/EPHB2/SRCIN1/ROBO3/EPHA3/SEMA6D/CHRNB2/LZTS1/NEFL/EFNA5/DAB2/FKBP4/SEMA4F/CFL1/PTK7/NR2F1/ROR2/EFNB2/PLXNB1/DAB2IP/CAMK2G/NIN/P3H1/PAK1/FUT9/VLDLR/CNR1/PRAG1/SEMA5A/PTN/LPAR1/FGF13/ARC/PLA2G3/FKBP1B/SHTN1/EPHA4/ARF6/CDH4/RETREG3/SCARB2/TBX6/YTHDF1/NSMF/PAK3/PLXNA4/PRKCI/CUL7/RND2/RELN/EZH2/SLIT1/SEMA6C/SEMA3A/CAPRIN1/ADCY6/IST1/MFSD2A/FBXO38/NRDC/RTN4R/NTRK3/NDNF/PTPRS/DDX56/NLGN1/STK11/CRK/ITM2C/PTPRO/PLXNA1/GRID2/PSEN1/KIF26A/CRABP2/KIF13B/RTN4RL1/ABI2/MAP6/LRP8/SNX3/PUM2/PDLIM5/STK24/MDK/ELAVL4/FEZ1/UST"
"GO:0000280","nuclear division","143/3634","446/18888",4.89707179879666e-11,1.33051311611654e-08,1.06928739368691e-08,143,"RRS1/CALR/DCAF13/UHRF1/NCAPD2/KIF2C/CDK1/KPNB1/BCCIP/TOP2A/NUDC/KIF22/RACGAP1/SPC24/KNTC1/NUSAP1/UBE2C/NUMA1/INSR/RCC1/CYP26B1/FGF8/NUF2/KIF23/PTTG1/FLNA/TOM1L1/PRICKLE1/INCENP/TPX2/PRMT5/KLHDC8B/NEK2/KIF18A/HNRNPU/RANBP1/EGF/UBE2S/TESMIN/INO80/PHIP/CEP97/DLGAP5/AURKA/CENPC/MAD2L1/ABRAXAS1/STAG1/PLK1/ASPM/BUB1/NCAPG/SPHK1/NME6/TTK/UBXN2B/CKS2/KNSTRN/PLCB1/CCNB2/BAZ1B/RAD51C/EML3/PDE3A/CDC16/RPS6KA2/ZW10/SMC4/KIFC1/CDKN1B/RAD21/NFIA/CDC25C/PINX1/KIF18B/AKAP8L/AURKB/CHMP4A/CLASP2/CEP192/CHMP3/KIF3B/ANLN/DRG1/MEIOC/SUN1/PSRC1/KIF14/MSH5/MKI67/KNL1/KIF11/FBXO5/BUB3/CHMP1B/L3MBTL1/CCNB1IP1/SMC1A/HSPA1B/SKA2/PRC1/CENPS/KIF20B/MASTL/CDCA2/USP16/CUL7/CHEK2/FANCD2/DAPK3/CLASP1/CENPX/ANAPC15/TOP2B/NDC80/CHAMP1/C9orf78/RPL24/TUBG2/FBXO43/NCAPG2/SPAG5/RAD50/KIF4A/KIF25/BIRC5/NCAPD3/LRP5/CHMP4B/MLH3/CHMP4C/CDT1/RAN/CDCA8/ACTR3/EDN1/SPIRE1/AGO4/NDE1/MAD2L2/SPC25/CDC25B/WNT4"
"GO:0048285","organelle fission","154/3634","493/18888",7.94063460404361e-11,2.06754273502785e-08,1.66161261824088e-08,154,"RRS1/CALR/DCAF13/UHRF1/NCAPD2/GDAP1/KIF2C/CDK1/KPNB1/BCCIP/TOP2A/NUDC/KIF22/RACGAP1/SPC24/KNTC1/NUSAP1/UBE2C/NUMA1/INSR/RCC1/CYP26B1/FGF8/NUF2/KIF23/PTTG1/FLNA/TOM1L1/PRICKLE1/INCENP/TPX2/PRMT5/KLHDC8B/NEK2/KIF18A/HNRNPU/RANBP1/EGF/UBE2S/TESMIN/INO80/PHIP/CEP97/DLGAP5/AURKA/CENPC/MAD2L1/ABRAXAS1/STAG1/PLK1/ASPM/BUB1/NCAPG/SPHK1/NME6/TTK/UBXN2B/CKS2/KNSTRN/PLCB1/CCNB2/BAZ1B/RAD51C/EML3/PDE3A/CDC16/RPS6KA2/ZW10/SMC4/KIFC1/CDKN1B/MIEF1/RAD21/NFIA/CDC25C/PINX1/KIF18B/AKAP8L/AURKB/CHMP4A/CLASP2/CEP192/CHMP3/KIF3B/ANLN/DRG1/MEIOC/SUN1/PGAM5/PSRC1/KIF14/MSH5/MKI67/KNL1/KIF11/FBXO5/BUB3/CHMP1B/L3MBTL1/CCNB1IP1/SMC1A/HSPA1B/SKA2/PRC1/CENPS/KIF20B/MASTL/CDCA2/USP16/CUL7/CHEK2/MTFR1L/DDHD2/SLC25A46/FANCD2/UCP2/DAPK3/CLASP1/CENPX/ANAPC15/TOP2B/NDC80/CHAMP1/C9orf78/RPL24/TUBG2/FBXO43/NCAPG2/SPAG5/AP3B1/RAD50/KIF4A/KIF25/BIRC5/STAT2/NCAPD3/LRP5/CHMP4B/MLH3/CHMP4C/CDT1/RAN/CDCA8/ACTR3/EDN1/PINK1/SPIRE1/AGO4/NDE1/MAD2L2/SPC25/VPS35/CDC25B/WNT4"
"GO:0007059","chromosome segregation","136/3634","423/18888",1.18083648858872e-10,2.95161888687637e-08,2.37211405770812e-08,136,"RRS1/DCAF13/UHRF1/NCAPD2/KIF2C/HAUS4/HJURP/CDK1/KPNB1/BCCIP/ACTB/TOP2A/NUDC/KIF22/RACGAP1/SPC24/KNTC1/NUSAP1/NEK7/UBE2C/NUMA1/PHF10/STARD9/RPS3/RCC1/MAPRE2/NUF2/KIF23/PTTG1/FLNA/CENPH/PRICKLE1/INCENP/TPX2/KLHDC8B/NEK2/GEM/KIF18A/HNRNPU/INO80/ARID2/CEP97/MMS19/DLGAP5/AURKA/CENPC/MAD2L1/ABRAXAS1/STAG1/PLK1/ASPM/BUB1/RMI2/NCAPG/TTK/KNSTRN/CCNB2/BAZ1B/EML3/SLC25A5/CDC16/ZW10/SMC4/KIFC1/RAD21/PINX1/KIF18B/AKAP8L/AURKB/USP9X/DIAPH3/CHMP4A/CLASP2/CEP192/CHMP3/KIF3B/DRG1/MEIOC/SUN1/FAM83D/PSRC1/KIF14/MSH5/MKI67/KNL1/KIF11/FBXO5/BUB3/CHMP1B/SGO2/CCNB1IP1/SMC1A/HSPA1B/SKA2/PRC1/CENPS/TOP3A/SMARCE1/CDCA2/SRPK1/DDX3X/STIL/CHEK2/FANCD2/CLASP1/CENPX/ANAPC15/RIOK3/TNKS/TOP2B/PUM1/NDC80/CHAMP1/C9orf78/TUBG2/NCAPG2/SPAG5/KIF4A/KIF25/BIRC5/TUBGCP6/NCAPD3/CHMP4B/MLH3/CHMP4C/CDT1/RAN/PUM2/CDCA8/ACTR3/OIP5/AGO4/NDE1/MAD2L2/SPC25/FIRRM"
"GO:0022618","protein-RNA complex assembly","86/3634","234/18888",2.32549493493935e-10,5.58923763401384e-08,4.49187705854074e-08,86,"DHX9/RRS1/HSP90AA1/SRSF1/RPF2/NOP2/EIF3J/WDR77/BOP1/SRSF6/HTATSF1/RPS14/NCBP1/PRPF19/TXNL4A/EIF3L/RPLP0/DDX42/PRMT5/DDX1/EIF2D/RPL5/SRSF9/RPSA/SETX/U2AF2/RPS27L/RPL13A/PPAN/EIF5/SF1/EIF3B/CELF2/GEMIN8/PTBP2/CD2BP2/FASTKD2/RBM5/LUC7L3/SRSF5/RPL10/EIF6/RPS19/ZNHIT6/DDX28/PUF60/SNRPD3/EIF3C/SF3A1/RUVBL1/MRPL20/DHX29/NOP53/EIF3M/RPS5/DICER1/EIF3E/EIF3A/STRAP/SNRPD1/DDX23/TAF9/CELF3/SF3B4/SF3B2/SRPK1/RPS28/GEMIN5/NUDT21/PIH1D2/AGO3/RRP7A/SNRPF/MRM2/DDX46/PRMT7/DENR/SNRPB2/SHQ1/LSM2/SF3A3/PIH1D1/AGO4/EIF3F/EIF2S3/MCTS1"
"GO:0098813","nuclear chromosome segregation","107/3634","317/18888",5.34449933403815e-10,1.23695467920016e-07,9.94097712385809e-08,107,"RRS1/DCAF13/UHRF1/NCAPD2/KIF2C/CDK1/KPNB1/BCCIP/ACTB/TOP2A/NUDC/KIF22/RACGAP1/SPC24/KNTC1/NUSAP1/UBE2C/NUMA1/PHF10/NUF2/KIF23/PTTG1/FLNA/PRICKLE1/INCENP/TPX2/KLHDC8B/NEK2/GEM/KIF18A/HNRNPU/INO80/ARID2/CEP97/DLGAP5/AURKA/CENPC/MAD2L1/ABRAXAS1/STAG1/PLK1/ASPM/BUB1/RMI2/NCAPG/TTK/KNSTRN/CCNB2/BAZ1B/EML3/CDC16/ZW10/SMC4/KIFC1/RAD21/PINX1/KIF18B/AKAP8L/AURKB/CHMP4A/CLASP2/CEP192/CHMP3/KIF3B/DRG1/MEIOC/SUN1/FAM83D/PSRC1/KIF14/MSH5/KNL1/KIF11/FBXO5/BUB3/CHMP1B/CCNB1IP1/SMC1A/HSPA1B/SKA2/PRC1/SMARCE1/CHEK2/FANCD2/CLASP1/ANAPC15/TOP2B/NDC80/CHAMP1/C9orf78/TUBG2/NCAPG2/SPAG5/KIF4A/KIF25/BIRC5/NCAPD3/CHMP4B/MLH3/CHMP4C/CDT1/RAN/CDCA8/ACTR3/AGO4/MAD2L2/SPC25"
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","24/3634","36/18888",6.85163026019425e-10,1.52913705342692e-07,1.22891458539048e-07,24,"RRS1/UTP4/DCAF13/WDR46/NOP14/UTP25/RRP36/UTP20/WDR43/DHX37/TSR1/NOL10/BMS1/BYSL/RPS8/RPS16/RPS19/RPP40/RPS21/FCF1/HEATR1/NOP9/GTF2H5/UTP3"
"GO:0071826","protein-RNA complex organization","87/3634","244/18888",1.06329261127791e-09,2.2912122509916e-07,1.84136807564679e-07,87,"DHX9/RRS1/HSP90AA1/SRSF1/RPF2/NOP2/EIF3J/WDR77/BOP1/SRSF6/HTATSF1/RPS14/NCBP1/PRPF19/TXNL4A/DYRK3/EIF3L/RPLP0/DDX42/PRMT5/DDX1/EIF2D/RPL5/SRSF9/RPSA/SETX/U2AF2/RPS27L/RPL13A/PPAN/EIF5/SF1/EIF3B/CELF2/GEMIN8/PTBP2/CD2BP2/FASTKD2/RBM5/LUC7L3/SRSF5/RPL10/EIF6/RPS19/ZNHIT6/DDX28/PUF60/SNRPD3/EIF3C/SF3A1/RUVBL1/MRPL20/DHX29/NOP53/EIF3M/RPS5/DICER1/EIF3E/EIF3A/STRAP/SNRPD1/DDX23/TAF9/CELF3/SF3B4/SF3B2/SRPK1/RPS28/GEMIN5/NUDT21/PIH1D2/AGO3/RRP7A/SNRPF/MRM2/DDX46/PRMT7/DENR/SNRPB2/SHQ1/LSM2/SF3A3/PIH1D1/AGO4/EIF3F/EIF2S3/MCTS1"
"GO:0007051","spindle organization","74/3634","197/18888",1.33937227919551e-09,2.78991245756425e-07,2.24215619089186e-07,74,"DCAF13/UHRF1/HAUS4/KPNB1/BCCIP/NUDC/RACGAP1/NEK7/EML1/NUMA1/STARD9/RPS3/RCC1/MAPRE2/NUF2/KIF23/FLNA/CENPH/PRICKLE1/INCENP/TPX2/NEK2/HNRNPU/INO80/CEP97/DLGAP5/AURKA/CKAP5/ABRAXAS1/STAG1/PLK1/ASPM/TTK/KNSTRN/CCNB2/EML3/KIFC1/PLK2/AURKB/CHMP4A/CLASP2/CEP192/CHMP3/KIF3B/DRG1/PSRC1/STMN1/SUN2/KIF11/FBXO5/CEP126/CHMP1B/KIZ/SMC1A/HSPA1B/MAP4/PRC1/DCTN1/STIL/CHEK2/CLASP1/TNKS/NDC80/TUBG2/SPAG5/KIF4A/BIRC5/TUBGCP6/CHMP4B/CHMP4C/RAN/CDCA8/SPC25/SUGT1"
"GO:0070507","regulation of microtubule cytoskeleton organization","63/3634","160/18888",2.57080461156141e-09,5.1822445218217e-07,4.16479076460424e-07,63,"NAV3/HAUS4/MAP1B/NUMA1/STMN3/ARHGEF2/RPS3/MAPRE2/TPX2/KIF18A/HNRNPU/CEP97/CKAP5/TRPV4/PLK1/CKAP2/CLIP3/DIXDC1/EML3/MID1/STMN2/AKAP9/CDK2AP2/CDKN1B/MAP1A/PHLDB2/EPHA3/DIAPH3/EFNA5/FKBP4/CHMP4A/CLASP2/CHMP3/DRG1/FAM107A/PAK1/PSRC1/TRAF3IP1/STMN1/FGF13/CAMSAP1/CHMP1B/HSPA1B/SKA2/PRUNE1/OCLN/TTBK2/ATAT1/MET/DCTN1/STIL/SNCA/CLASP1/BMERB1/DYRK1A/SPAG5/CYLD/CHMP4B/CHMP4C/MAP6/NME7/EML2/CLIP1"
"GO:0051225","spindle assembly","54/3634","129/18888",2.69335496399817e-09,5.25961724063267e-07,4.22697254382738e-07,54,"DCAF13/UHRF1/HAUS4/KPNB1/BCCIP/RACGAP1/NEK7/NUMA1/STARD9/RPS3/RCC1/MAPRE2/KIF23/FLNA/PRICKLE1/INCENP/TPX2/NEK2/HNRNPU/INO80/CEP97/AURKA/ABRAXAS1/STAG1/PLK1/ASPM/CCNB2/EML3/KIFC1/AURKB/CHMP4A/CLASP2/CEP192/CHMP3/KIF3B/DRG1/KIF11/FBXO5/CHMP1B/SMC1A/HSPA1B/PRC1/STIL/CHEK2/CLASP1/TNKS/NDC80/SPAG5/KIF4A/BIRC5/TUBGCP6/CHMP4B/CHMP4C/CDCA8"
"GO:0051258","protein polymerization","97/3634","287/18888",3.13771530239692e-09,5.94169179535707e-07,4.77513228316928e-07,97,"HSP90AA1/ADD3/NAV3/WASF3/MYADM/HAUS4/COBL/PREX1/WASF1/MAP1B/TTBK1/FMN1/GSN/UBE2C/RICTOR/NUMA1/RPS3/COTL1/TMOD2/TPX2/BAIAP2/SLIT2/UBE2S/KANK1/ARHGAP28/CKAP5/TRPV4/SSH3/CLIP3/ARPC2/STMN2/AKAP9/PLEKHG2/CDKN1B/NEFL/DIAPH3/FKBP4/CHMP4A/CLASP2/CEP192/CHMP3/NIN/DRG1/VASP/FAM107A/PAK1/PSRC1/STMN1/CTTN/RNF135/CAPG/VTN/FGF13/CAMSAP1/FBXO5/FER/HSPA1B/MAP4/ARF6/PRUNE1/OCLN/SPTBN2/PAK3/MET/DCTN1/SNCA/BAIAP2L1/CORO1A/WASHC2C/ABITRAM/CLASP1/SPTBN1/TUBG2/TPPP3/DYRK1A/CAPZA1/DIAPH1/ARPC4/CARMIL2/TUBGCP6/ARPC3/SPTAN1/BBS4/CHMP4B/CDC42EP3/NME7/TMSB15A/EML2/PINK1/SPIRE1/CAPZB/NDE1/MLST8/SNX9/MAP7D3/TENM1/CLIP1"
"GO:0050808","synapse organization","148/3634","493/18888",3.89630261439875e-09,7.16117501099347e-07,5.75518878430231e-07,148,"CNTNAP1/NFATC4/EIF4G1/WASF3/FZD1/LRP4/PCDHGC3/NTRK2/NEFH/SRGAP2C/HAPLN4/WASF1/MAP1B/SEMA3F/PLXND1/LMX1A/WNT7B/IL1RAPL1/NRXN1/PTPRT/ACTB/NECTIN1/DBN1/LRRC4/INSR/PCDHGC4/KIRREL3/ACTN1/ITGA3/SLC8A2/FLNA/SLITRK4/PCDHB3/CLSTN1/PCDHB2/BAIAP2/SLITRK3/ADGRL1/LRRC4C/ACTG1/ZNF365/YWHAZ/RHOB/SEMA4D/PTPRD/SIX4/WASF2/LAMA5/BSN/SLC7A11/NRP2/CTNNA2/EPHA7/ARHGAP44/CLSTN2/NFIA/EPHB2/SRCIN1/LRRC4B/CHRNB2/LZTS1/NEFL/SHANK1/EFNA5/TNC/ANK3/CFL1/CDH8/PTK7/ROR2/DLG4/PLXNB1/DAB2IP/LGMN/GABRA5/CACNA2D2/CTTN/PCDHGC5/FGF13/ARC/NLGN4X/DBNL/ERBB4/GPM6A/TMEM108/GABRA3/EPHB1/LRRN3/CLSTN3/EPHA4/ARF6/GRIN2B/FRRS1L/SPTBN2/CD2AP/TANC1/PAK3/PLXNA4/SHANK2/DCTN1/SNCA/RELN/SLIT1/SLC25A46/SLITRK6/SEZ6L2/SYN1/SLC8A3/CDH6/CAPRIN1/CDH10/F2R/ASAP1/ARHGAP39/FLRT3/KCNJ8/PTPRS/NLGN1/SHISA6/CRK/PTPRO/COL4A1/DRP2/GRID2/PSEN1/CTNND2/FZD5/MDGA1/DRD2/SLC1A1/UNC13A/DIP2A/CAMKV/ABI2/SDCBP/LRP8/CHRDL1/RAB3A/FLRT2/ITGB1/PCDHB10/MTMR2/PDLIM5/APPL1/FZD9/VPS35/LARGE1/INA"
"GO:0050684","regulation of mRNA processing","55/3634","134/18888",4.52355429250782e-09,8.07648307825182e-07,6.49079023445257e-07,55,"DHX9/RBM3/SRSF2/NCL/WDR77/RBFOX2/SAFB2/SRSF6/DDX5/NCBP1/SRSF7/HDAC7/PRPF19/RBM8A/PRMT5/NOVA2/HNRNPU/CIRBP/SRSF9/ZFP36L1/U2AF2/HNRNPA2B1/SLTM/SF1/HNRNPK/CELF2/SRSF3/NSRP1/RBM5/TIA1/RBM4/PUF60/RBPMS2/NCBP2/CELF3/SF3B4/RBPMS/RBM15B/SRPK1/C1QBP/ZC3H14/RBFOX1/SAFB/KAT8/RBM39/AHCYL1/RBMXL1/DYRK1A/METTL16/SRSF4/QKI/RBM15/TRA2B/NPM1/DDX17"
"GO:0043254","regulation of protein-containing complex assembly","129/3634","418/18888",6.24067599125058e-09,1.08327734081458e-06,8.70592548370073e-07,129,"HSPA8/HSPA5/HSP90AA1/CTNNBIP1/ADD3/NAV3/EIF4G1/SORL1/MYADM/HAUS4/PREX1/MAP1B/FNIP2/TTBK1/HJURP/FMN1/GSN/NEK7/BRCC3/RICTOR/NUMA1/FBLIM1/RPS3/ATF7IP/COTL1/TMOD2/MSN/BAIAP2/SLIT2/WARS1/KANK1/ARHGAP28/CLU/SOX9/DHX33/CKAP5/SSH3/CLIP3/BMF/RPL13A/FSCN1/PIEZO1/GNL3L/NRG1/ARPC2/STMN2/AKAP9/TFRC/PLEKHG2/CDKN1B/FKBP4/VPS18/RACK1/BAX/DAB2IP/DRG1/VASP/STXBP5/PAK1/PPP2CA/PSRC1/KIF14/TRAF3IP1/FNIP1/HMGB1/STMN1/CTTN/CAPG/DACT1/ABCA1/NOP53/CAMSAP1/SLF2/FER/PARK7/HSPA1B/ARF6/CRBN/SLF1/PRUNE1/OCLN/LMO4/SPTBN2/PRRT2/ATAT1/PAK3/MET/DCTN1/DDX3X/SNCA/AJUBA/BAIAP2L1/CORO1A/MAVS/WASHC2C/ABITRAM/CLASP1/RALB/NCLN/SPTBN1/MYD88/CARD8/RIOK3/GBA1/TRABD2B/TPPP3/RHOC/DYRK1A/SAR1A/CAPZA1/SEPTIN8/CARMIL2/ARPC3/SPTAN1/BBS4/ANKRA2/CDC42EP3/NME7/TMSB15A/EML2/PINK1/CAPZB/ICE1/MLST8/SNX9/MED25/VPS35/TENM1/CLIP1"
"GO:0008380","RNA splicing","145/3634","484/18888",6.49554899261651e-09,1.08545165975912e-06,8.72339973336497e-07,145,"HSPA8/HNRNPM/DHX9/SRSF1/RBM3/SRSF8/RRP1B/PUS7/SRSF2/RPS26/NCL/WDR77/RBFOX2/FUS/SRSF6/HTATSF1/HNRNPH1/ZNF326/SFPQ/SLC38A2/HNRNPA3/DDX5/NCBP1/SRSF7/FAM98A/PRPF19/TXNL4A/AHNAK/RBM8A/ENY2/USP49/DDX42/PRMT5/DDX1/NOVA2/HNRNPU/DDX39A/CIRBP/RBM19/ILDR2/PIK3R1/PNN/FAM50A/SYNCRIP/SRSF9/RBM12B/SETX/U2AF2/ALYREF/HNRNPA2B1/RBM6/PRP4K/RBM17/SF1/SNRNP25/USB1/HNRNPK/CELF2/GEMIN8/PTBP2/SRSF3/TAF5L/TARDBP/AKAP8L/CD2BP2/HNRNPF/NSRP1/RBM5/TIA1/LUC7L3/SRSF5/PPARGC1A/HNRNPH2/RBM4/PUF60/SNRPD3/PPP2CA/SF3A1/PPIL1/THOC1/MPHOSPH10/ZNF638/RBPMS2/ESRP1/NCBP2/SUGP1/STRAP/AFF2/TSEN2/SNRPD1/DDX23/TAF9/CELF3/KHSRP/SF3B4/SF3B2/RBPMS/CLK3/RBM15B/SRPK1/SREK1IP1/C1QBP/DCPS/RBFOX1/EIF4A3/PPIL2/RBM28/GEMIN5/BCAS2/RBM39/RBMXL1/CLK2/CTNNBL1/C9orf78/KAT2A/SNRPF/DYRK1A/SREK1/RBM4B/DDX46/PRPF38A/PUS1/RTRAF/MBNL1/RBM22/METTL16/PRMT7/SNRPB2/LSM2/PTBP3/SRSF4/CWC15/SF3A3/MBNL2/THOC5/ATXN7L3/QKI/RBM15/RPS13/TRA2B/PPWD1/METTL4/ELAVL4/NPM1/DDX17"
"GO:0090307","mitotic spindle assembly","36/3634","73/18888",6.6006021876855e-09,1.08545165975912e-06,8.72339973336497e-07,36,"UHRF1/KPNB1/BCCIP/RACGAP1/KIF23/FLNA/PRICKLE1/INCENP/TPX2/NEK2/HNRNPU/CEP97/ABRAXAS1/STAG1/PLK1/EML3/KIFC1/AURKB/CHMP4A/CLASP2/CEP192/CHMP3/KIF3B/DRG1/KIF11/CHMP1B/SMC1A/HSPA1B/PRC1/CHEK2/CLASP1/KIF4A/BIRC5/CHMP4B/CHMP4C/CDCA8"
"GO:0007163","establishment or maintenance of cell polarity","80/3634","226/18888",7.17433002443396e-09,1.14954841853046e-06,9.23852322444654e-07,80,"LIN7A/PARVA/KIF2C/CENPA/MAP1B/WNT7B/WDR1/GSN/ACTB/SPINT2/RICTOR/NUMA1/CAP1/CYP26B1/MSN/WWC1/PRICKLE1/KANK1/ARHGAP35/CKAP5/MAD2L1/PLK1/MYO18A/UBXN2B/FSCN1/AMOTL2/RHOBTB1/CRB2/ZW10/PLEKHG3/PHLDB2/DIAPH3/PTK7/SPRY2/DLG4/RACK1/CLASP2/LAMA1/PATJ/RHOU/FGF13/EPHB1/SHTN1/MAP4/ARF6/NEK3/KIF20B/FOXJ1/LHX2/PARD6B/ROCK2/FAT1/SCRIB/KIAA1614/PRKCI/DCTN1/ARHGEF11/WEE1/CLASP1/NDC80/PARD3B/KCNJ8/FGF10/DST/SYNE4/SPAG5/STK11/CRK/KIF25/CARMIL2/CTNNA1/SPRY1/TRAF3IP2/RHOBTB2/ACTR3/ITGB1/GBF1/NDE1/FEZ1/UST"
"GO:0007411","axon guidance","82/3634","234/18888",7.96335499796754e-09,1.21373183859266e-06,9.7543431823628e-07,82,"PALLD/ALCAM/DPYSL5/UNC5D/NOTCH1/SEMA5B/FEZF2/SEMA3F/LMX1A/WNT7B/NRXN1/SEMA6B/NECTIN1/NGFR/GLI3/PLEKHG4B/FGF8/ETV1/TUBB3/NOVA2/SLIT2/ARHGAP35/SEMA4D/CHN1/FEZF1/SEMA4C/NRP2/SEMA6A/NELL2/EPHA7/SLIT3/ROBO1/ARHGEF25/TBR1/EPHB2/ROBO3/EPHA3/SEMA6D/KALRN/EFNA5/LHX9/SEMA4F/PTK7/EFNB2/VASP/BMPR1B/KIF5A/SEMA5A/CHL1/GDF7/SMAD4/PTPRM/EGR2/EPHB1/EPHA4/CDH4/ARX/LMO4/LHX2/YTHDF1/LAMA2/LYPLA2/PLXNA4/OTX2/UNC5A/RELN/SLIT1/PLEKHG4/SEMA6C/SEMA3A/LHX1/RPL24/FLRT3/NEXN/PTPRO/ARK2C/GLI2/FLRT2/EDN1/UNC5B/FZD3/FEZ1"
"GO:0097485","neuron projection guidance","82/3634","234/18888",7.96335499796754e-09,1.21373183859266e-06,9.7543431823628e-07,82,"PALLD/ALCAM/DPYSL5/UNC5D/NOTCH1/SEMA5B/FEZF2/SEMA3F/LMX1A/WNT7B/NRXN1/SEMA6B/NECTIN1/NGFR/GLI3/PLEKHG4B/FGF8/ETV1/TUBB3/NOVA2/SLIT2/ARHGAP35/SEMA4D/CHN1/FEZF1/SEMA4C/NRP2/SEMA6A/NELL2/EPHA7/SLIT3/ROBO1/ARHGEF25/TBR1/EPHB2/ROBO3/EPHA3/SEMA6D/KALRN/EFNA5/LHX9/SEMA4F/PTK7/EFNB2/VASP/BMPR1B/KIF5A/SEMA5A/CHL1/GDF7/SMAD4/PTPRM/EGR2/EPHB1/EPHA4/CDH4/ARX/LMO4/LHX2/YTHDF1/LAMA2/LYPLA2/PLXNA4/OTX2/UNC5A/RELN/SLIT1/PLEKHG4/SEMA6C/SEMA3A/LHX1/RPL24/FLRT3/NEXN/PTPRO/ARK2C/GLI2/FLRT2/EDN1/UNC5B/FZD3/FEZ1"
"GO:0001764","neuron migration","68/3634","183/18888",1.02685978556124e-08,1.52782066666005e-06,1.22785665085531e-06,68,"HSP90AA1/CXCR4/NTRK2/UNC5D/SRGAP2C/NAV1/FEZF2/MAP1B/EOMES/ARHGEF2/KIRREL3/ITGA3/FLNA/BARHL2/SOX1/TYRO3/ASPM/FAT3/FEZF1/NRP2/CTNNA2/LRIG2/SEMA6A/USP9X/BAX/DAB2IP/EMX2/NR2F2/SCRT1/DNAAF4/CHL1/FGF13/DCX/SCRT2/GPM6A/ZNF609/GAS6/SHTN1/BARHL1/ADGRG1/STAT3/KIF20B/ARX/NSMF/ASTN2/GPR173/RELN/UNK/OLIG3/SEMA3A/ZMIZ1/LHX1/TOP2B/NDNF/CRK/PLXNA1/PSEN1/KIF26A/CELSR1/MDGA1/DRD2/BBS4/ABI2/FLRT2/NDE1/FZD3/MDK/LARGE1"
